NU_ANO;CO_UF_RESIDENCIA;CO_MUNICIPIO_RESIDENCIA;NU_INSCRICAO;SG_UF_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESCOLA;IN_DEFICIENCIA_FISICA;IN_BAIXA_VISAO;IN_DEFICIENCIA_AUDITIVA;IN_CADEIRA_CANHOTO;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_REDACAO;NOTA_MEDIA;Total Number of Sampling Units;Allocation Proportion;Sample Size;Actual Proportion of Total Sample Size;Probability of Selection;Sampling Weight
2015;11;1100130;150002432027;RO;Machadinho D'Oeste;17;M;2;0;0;0;0;466.4;536.8;493.5;4.63;1;1;420;384.266;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150002460122;RO;Machadinho D'Oeste;17;M;2;0;0;0;0;526.2;579.2;519.6;395.7;1;1;560;516.14;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150002730374;RO;Machadinho D'Oeste;19;M;1;0;0;0;0;529.3;5.64;522.4;4.79;1;1;540;320.426;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003212719;RO;Machadinho D'Oeste;28;F;1;0;0;0;0;426.4;603.1;475.8;327.9;1;1;560;478.64;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003219029;RO;Machadinho D'Oeste;31;F;1;0;0;0;0;569.3;627.5;582.6;530.1;1;1;600;581.9;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003257019;RO;Machadinho D'Oeste;46;F;2;0;0;0;0;432.3;4.53;380.4;354.3;1;1;300;294.306;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003316600;RO;Machadinho D'Oeste;18;F;1;0;0;0;0;385.4;521.8;463.2;430.4;1;1;360;432.16;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003405532;RO;Machadinho D'Oeste;21;F;1;0;0;0;0;4.92;567.5;453.3;339.8;1;1;500;373.104;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003408670;RO;Machadinho D'Oeste;21;F;1;0;0;0;0;428.5;551.2;493.6;530.6;1;1;500;500.78;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003414686;RO;Machadinho D'Oeste;19;M;2;0;0;0;0;495.8;464.3;412.2;364.5;1;1;320;411.36;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003416276;RO;Machadinho D'Oeste;17;M;2;0;0;0;0;595.5;647.1;548.6;692.5;0;1;520;600.74;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003439086;RO;Machadinho D'Oeste;18;F;1;0;0;0;0;406.3;545.4;503.7;421.8;0;1;600;495.44;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003732878;RO;Machadinho D'Oeste;29;M;1;0;0;0;0;457.8;560.5;512.4;338.4;1;1;500;473.82;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003828981;RO;Machadinho D'Oeste;23;M;1;0;0;0;0;367.1;456.1;353.4;3.34;1;1;520;339.988;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003857190;RO;Machadinho D'Oeste;26;F;1;0;0;0;0;514.8;563.3;576.1;3.75;1;1;560;443.59;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003875959;RO;Machadinho D'Oeste;19;M;1;0;0;0;0;570.5;479.5;466.1;376.7;1;1;440;466.56;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150003974113;RO;Machadinho D'Oeste;36;M;1;0;0;0;0;473.1;577.5;451.2;445.7;1;1;600;509.5;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150004034010;RO;Machadinho D'Oeste;18;F;2;0;0;0;0;3.89;587.1;5.22;4.66;1;1;580;236.174;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150004045888;RO;Machadinho D'Oeste;23;F;1;0;0;0;0;5.61;598.2;541.9;432.6;1;1;480;411.662;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150004090676;RO;Machadinho D'Oeste;46;F;1;0;0;0;0;444.6;477.2;506.3;425.9;1;1;480;466.8;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150004104256;RO;Machadinho D'Oeste;40;F;1;0;0;0;0;362.7;439.7;397.9;430.6;1;1;340;394.18;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150004329097;RO;Machadinho D'Oeste;29;F;1;0;0;0;0;446.6;568.5;501.4;383.6;1;1;520;484.02;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150004391727;RO;Machadinho D'Oeste;18;F;1;0;0;0;0;492.5;556.7;535.3;368.3;1;1;480;486.56;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150004580312;RO;Machadinho D'Oeste;26;F;1;0;0;0;0;363.1;496.9;496.5;490.4;0;1;580;485.38;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150004746956;RO;Machadinho D'Oeste;21;F;1;0;0;0;0;464.4;512.5;516.7;4.41;0;1;400;379.602;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150004796675;RO;Machadinho D'Oeste;33;F;1;0;0;0;0;446.6;553.4;511.9;358.4;1;1;580;490.06;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150004853840;RO;Machadinho D'Oeste;18;F;1;0;0;0;0;466.8;535.9;508.3;3.78;1;1;460;394.956;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150005094920;RO;Machadinho D'Oeste;20;F;1;0;0;0;0;464.4;430.3;435.2;393.6;1;1;440;432.7;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150005130014;RO;Machadinho D'Oeste;35;F;1;0;0;0;0;432.6;554.6;458.8;367.1;1;1;480;458.62;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150005135275;RO;Machadinho D'Oeste;20;F;2;0;0;0;0;481.1;563.4;461.7;375.7;1;1;400;456.38;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150005183418;RO;Machadinho D'Oeste;17;M;2;0;0;0;0;483.9;521.3;428.7;579.9;1;1;540;510.76;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150005209030;RO;Machadinho D'Oeste;17;F;2;0;0;0;0;483.5;542.7;511.2;336.7;1;1;420;458.82;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150005747110;RO;Machadinho D'Oeste;22;M;1;0;0;0;0;437.9;472.1;462.4;383.5;1;1;420;435.18;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150005775792;RO;Machadinho D'Oeste;18;M;2;0;0;0;0;4.66;517.3;524.3;371.6;1;1;360;355.572;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150006017982;RO;Machadinho D'Oeste;18;M;1;0;0;0;0;469.2;630.8;562.1;447.5;1;1;440;509.92;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150006124198;RO;Machadinho D'Oeste;19;M;2;0;0;0;0;425.5;5.39;420.2;390.4;1;1;360;320.298;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150006172685;RO;Machadinho D'Oeste;19;F;2;0;0;0;0;450.4;420.7;446.9;406.9;0;1;440;432.98;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150006581264;RO;Machadinho D'Oeste;32;F;1;0;0;0;0;470.2;622.9;546.2;529.4;0;1;540;541.74;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150006756398;RO;Machadinho D'Oeste;38;M;1;0;0;0;0;461.8;591.7;523.5;466.4;1;1;400;488.68;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150006795540;RO;Machadinho D'Oeste;17;F;2;0;0;0;0;371.7;534.8;367.1;434.8;0;1;520;445.68;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150006865283;RO;Machadinho D'Oeste;20;F;1;0;0;0;0;4.43;4.68;422.1;430.1;1;1;460;264.262;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150007209373;RO;Machadinho D'Oeste;27;M;1;0;0;0;0;484.4;483.1;455.3;441.2;1;1;420;456.8;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150007277831;RO;Machadinho D'Oeste;18;F;2;0;0;0;0;467.6;564.6;507.7;418.6;0;1;480;487.7;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150007358628;RO;Machadinho D'Oeste;33;M;1;0;0;0;0;566.5;655.9;545.5;477.8;1;1;560;561.14;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150007523927;RO;Machadinho D'Oeste;28;M;1;0;0;0;0;460.7;519.7;429.4;409.8;0;1;240;411.92;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100130;150007589593;RO;Machadinho D'Oeste;20;M;1;0;0;0;0;507.2;597.6;523.6;347.9;1;1;480;491.26;548;0.0000409183;55;0.0000410676;0.1003649635;9.9636363636
2015;11;1100155;150000007796;RO;Ouro Preto do Oeste;19;M;1;0;0;0;0;523.6;5.68;471.9;470.2;1;1;480;390.276;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000049174;RO;Ouro Preto do Oeste;17;M;2;0;0;0;0;504.1;561.9;517.1;464.3;0;1;600;529.48;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000082098;RO;Ouro Preto do Oeste;20;F;1;0;0;0;0;402.1;591.4;475.3;348.8;1;1;480;459.52;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000101150;RO;Ouro Preto do Oeste;17;F;2;0;0;0;0;583.7;608.2;640.8;544.9;0;1;780;631.52;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000155942;RO;Ouro Preto do Oeste;21;M;1;0;0;0;0;390.2;463.4;421.3;419.2;0;1;400;418.82;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000315203;RO;Ouro Preto do Oeste;29;M;1;0;0;0;0;4.09;582.2;490.9;393.9;1;1;360;366.218;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000402538;RO;Ouro Preto do Oeste;17;F;2;0;0;0;0;504.4;605.9;518.5;443.9;0;1;520;518.54;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000613212;RO;Ouro Preto do Oeste;17;F;2;0;0;0;0;385.2;468.3;350.9;443.8;0;1;400;409.64;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000616016;RO;Ouro Preto do Oeste;18;M;1;0;0;0;0;484.4;663.9;658.2;560.9;0;1;520;577.48;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000644159;RO;Ouro Preto do Oeste;20;F;1;0;0;0;0;469.7;536.4;498.8;560.8;1;1;700;553.14;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000850299;RO;Ouro Preto do Oeste;26;M;1;0;0;0;0;4.5;410.6;314.4;4.78;0;1;260;198.856;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000909148;RO;Ouro Preto do Oeste;18;F;1;0;0;0;0;511.8;486.2;404.4;330.7;0;1;440;434.62;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150000935665;RO;Ouro Preto do Oeste;18;F;2;0;0;0;0;400.1;4.29;441.3;363.2;1;1;540;349.778;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001019255;RO;Ouro Preto do Oeste;31;M;1;0;0;0;0;470.9;595.3;506.1;346.6;1;1;480;479.78;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001066633;RO;Ouro Preto do Oeste;17;F;2;0;0;0;0;480.8;428.2;401.1;555.4;1;1;540;481.1;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001137534;RO;Ouro Preto do Oeste;36;M;1;0;0;0;0;5.18;551.1;521.6;467.1;1;1;600;428.996;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001243536;RO;Ouro Preto do Oeste;20;M;1;0;0;0;0;389.8;519.4;480.7;4.76;1;1;460;370.932;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001250479;RO;Ouro Preto do Oeste;18;F;1;0;0;0;0;481.3;518.7;456.2;365.8;1;1;600;484.4;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001259011;RO;Ouro Preto do Oeste;19;M;1;0;0;0;0;468.7;519.4;508.7;468.6;1;1;600;513.08;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001282887;RO;Ouro Preto do Oeste;18;M;1;0;0;0;0;579.3;6.27;583.4;553.7;0;1;480;440.534;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001307558;RO;Ouro Preto do Oeste;26;F;1;0;0;0;0;460.8;585.6;458.9;358.5;0;1;400;452.76;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001391435;RO;Ouro Preto do Oeste;31;M;1;0;0;0;0;513.1;630.8;548.5;468.3;1;1;540;540.14;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001408646;RO;Ouro Preto do Oeste;16;F;2;0;0;0;0;459.9;542.7;492.1;493.8;0;1;600;517.7;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001440562;RO;Ouro Preto do Oeste;33;M;1;0;0;0;0;460.6;519.3;469.7;448.5;1;1;580;495.62;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001453586;RO;Ouro Preto do Oeste;19;F;1;0;0;0;0;485.3;636.2;556.2;421.9;1;1;640;547.92;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001494232;RO;Ouro Preto do Oeste;19;M;1;0;0;0;0;503.9;523.3;4.79;632.3;1;1;620;456.858;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001599080;RO;Ouro Preto do Oeste;19;F;1;0;0;0;0;483.2;476.5;473.7;406.8;1;1;460;460.04;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001737425;RO;Ouro Preto do Oeste;18;F;2;0;0;0;0;382.1;506.1;454.3;3.95;1;1;500;369.29;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150001952599;RO;Ouro Preto do Oeste;20;M;1;0;0;0;0;558.7;489.1;392.4;4.69;0;1;500;388.978;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002017991;RO;Ouro Preto do Oeste;26;F;1;0;0;0;0;425.2;505.3;506.7;4.32;1;1;460;380.304;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002149021;RO;Ouro Preto do Oeste;28;M;2;0;0;0;0;486.8;626.9;433.2;317.2;1;1;400;452.82;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002153040;RO;Ouro Preto do Oeste;21;F;1;0;0;0;0;5.54;599.8;533.3;432.8;1;1;620;438.288;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002300399;RO;Ouro Preto do Oeste;34;F;2;0;0;0;0;445.3;491.3;485.1;373.2;0;1;540;466.98;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002388146;RO;Ouro Preto do Oeste;25;F;1;0;0;0;0;472.5;532.3;4.94;386.1;1;1;460;371.168;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002564834;RO;Ouro Preto do Oeste;18;M;1;0;0;0;0;5.19;614.1;518.4;426.8;1;1;560;424.898;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002570275;RO;Ouro Preto do Oeste;17;F;1;0;0;0;0;438.9;443.7;363.3;377.3;1;1;520;428.64;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002582511;RO;Ouro Preto do Oeste;24;F;1;0;0;0;0;462.2;586.5;563.2;546.8;0;1;360;503.74;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002586067;RO;Ouro Preto do Oeste;19;F;1;0;0;0;0;462.6;586.7;5.23;449.2;1;1;540;408.746;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002590865;RO;Ouro Preto do Oeste;21;F;1;0;0;0;0;568.4;643.3;576.7;506.8;1;1;760;611.04;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002598595;RO;Ouro Preto do Oeste;35;F;1;0;0;0;0;431.1;515.8;519.8;4.21;1;1;400;374.182;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002705651;RO;Ouro Preto do Oeste;17;M;2;0;0;0;0;493.8;496.5;466.8;485.6;1;1;460;480.54;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002846861;RO;Ouro Preto do Oeste;18;F;2;0;0;0;0;512.1;538.2;425.4;403.9;1;1;520;479.92;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002879920;RO;Ouro Preto do Oeste;20;M;1;0;0;0;0;403.2;371.9;367.9;440.6;1;1;240;364.72;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150002975289;RO;Ouro Preto do Oeste;18;M;1;0;0;0;0;406.8;584.6;5.98;565.9;1;1;600;432.656;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003046714;RO;Ouro Preto do Oeste;21;F;1;0;0;0;0;458.7;526.1;481.6;408.6;1;1;540;483;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003122409;RO;Ouro Preto do Oeste;18;M;2;0;0;0;0;598.4;634.7;585.1;572.5;0;1;720;622.14;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003124205;RO;Ouro Preto do Oeste;17;F;2;0;0;0;0;361.2;516.7;488.2;383.6;1;1;500;449.94;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003153651;RO;Ouro Preto do Oeste;20;M;1;0;0;0;0;482.9;607.5;520.1;445.6;1;1;520;515.22;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003426171;RO;Ouro Preto do Oeste;29;M;1;0;0;0;0;494.3;567.4;489.3;373.6;1;1;680;520.92;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003453919;RO;Ouro Preto do Oeste;24;F;1;0;0;0;0;425.9;565.6;589.8;3.96;1;1;600;437.052;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003468462;RO;Ouro Preto do Oeste;31;F;1;0;0;0;0;581.1;619.2;5.86;674.7;1;1;680;512.172;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003497149;RO;Ouro Preto do Oeste;22;F;1;0;0;0;0;409.3;551.6;486.1;339.4;1;1;480;453.28;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003567158;RO;Ouro Preto do Oeste;22;F;1;0;0;0;0;4.42;597.1;557.2;479.6;1;1;520;431.664;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003916782;RO;Ouro Preto do Oeste;16;M;2;0;0;0;0;390.4;487.7;364.3;466.1;1;1;340;409.7;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150003992573;RO;Ouro Preto do Oeste;21;M;1;0;0;0;0;459.8;541.6;394.9;521.5;0;1;400;463.56;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004133797;RO;Ouro Preto do Oeste;13;F;1;0;0;0;0;4.15;448.6;4.53;401.9;1;1;420;255.836;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004237003;RO;Ouro Preto do Oeste;21;F;1;0;0;0;0;514.2;604.7;590.1;619.8;1;1;680;601.76;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004254604;RO;Ouro Preto do Oeste;25;M;1;0;0;0;0;454.4;603.6;501.6;419.5;0;1;560;507.82;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004427034;RO;Ouro Preto do Oeste;18;F;2;0;0;0;0;489.5;554.5;399.1;384.1;1;1;640;493.44;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004479091;RO;Ouro Preto do Oeste;22;F;1;0;0;0;0;436.9;482.7;396.5;365.1;1;1;380;412.24;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004654343;RO;Ouro Preto do Oeste;21;F;1;0;0;0;0;457.9;601.9;481.2;326.5;1;1;560;485.5;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004737876;RO;Ouro Preto do Oeste;55;F;1;0;0;0;0;387.4;416.3;4.8;379.3;1;1;540;345.56;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004807417;RO;Ouro Preto do Oeste;24;F;1;0;0;0;0;408.5;563.7;489.4;328.2;1;1;500;457.96;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004839122;RO;Ouro Preto do Oeste;18;F;1;0;0;0;0;424.7;514.4;457.6;456.2;1;1;500;470.58;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004847163;RO;Ouro Preto do Oeste;19;F;1;0;0;0;0;404.8;533.2;4.32;359.4;0;1;560;372.344;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004864434;RO;Ouro Preto do Oeste;19;F;1;0;0;0;0;4.94;582.7;523.9;402.2;0;1;560;414.748;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004893603;RO;Ouro Preto do Oeste;32;M;1;0;0;0;0;524.8;459.4;343.7;369.1;1;1;360;411.4;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150004904318;RO;Ouro Preto do Oeste;46;F;2;0;0;0;0;528.1;5.04;486.2;407.3;1;1;500;385.328;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005025664;RO;Ouro Preto do Oeste;27;F;1;0;0;0;0;387.9;4.32;420.2;388.2;0;1;440;328.124;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005044601;RO;Ouro Preto do Oeste;21;F;1;0;0;0;0;384.3;599.8;455.7;354.2;1;1;280;414.8;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005071041;RO;Ouro Preto do Oeste;17;F;2;0;0;0;0;454.3;537.6;485.6;364.5;0;1;520;472.4;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005217226;RO;Ouro Preto do Oeste;19;M;1;0;0;0;0;446.6;561.9;547.1;431.5;1;1;560;509.42;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005257788;RO;Ouro Preto do Oeste;20;F;1;0;0;0;0;454.5;568.8;496.4;349.2;1;1;560;485.78;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005324469;RO;Ouro Preto do Oeste;22;M;1;0;0;0;0;5.89;653.1;550.8;588.6;0;1;480;455.678;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005341319;RO;Ouro Preto do Oeste;19;F;1;0;0;0;0;409.9;571.9;492.7;502.9;1;1;520;499.48;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005384761;RO;Ouro Preto do Oeste;21;F;1;0;0;0;0;366.2;4.16;371.8;446.8;0;1;280;293.792;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005412833;RO;Ouro Preto do Oeste;26;F;1;0;0;0;0;457.3;515.1;383.7;511.1;1;1;440;461.44;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005470100;RO;Ouro Preto do Oeste;23;M;1;0;0;0;0;550.2;623.4;541.6;524.8;1;1;480;544;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005562238;RO;Ouro Preto do Oeste;29;F;1;0;0;0;0;595.7;689.7;599.9;6.33;1;1;540;486.326;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005566617;RO;Ouro Preto do Oeste;32;F;1;0;0;0;0;4.27;594.8;512.7;468.4;1;1;720;460.034;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005625314;RO;Ouro Preto do Oeste;30;F;1;0;0;0;0;448.2;473.1;422.5;448.1;1;1;580;474.38;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005671127;RO;Ouro Preto do Oeste;58;F;1;0;0;0;0;420.1;637.6;503.7;337.9;0;1;460;471.86;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005727645;RO;Ouro Preto do Oeste;26;M;1;0;0;0;0;360.5;409.3;445.8;350.6;1;1;380;389.24;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005754976;RO;Ouro Preto do Oeste;21;M;1;0;0;0;0;347.2;473.1;308.9;490.1;0;1;360;395.86;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005758074;RO;Ouro Preto do Oeste;26;M;1;0;0;0;0;5.2;5.59;441.8;3.94;1;1;420;175.306;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005844951;RO;Ouro Preto do Oeste;23;F;1;0;0;0;0;418.9;542.4;4.97;379.5;1;1;560;381.154;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005865613;RO;Ouro Preto do Oeste;30;F;1;0;0;0;0;540.4;592.2;554.7;567.2;1;1;580;566.9;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005911557;RO;Ouro Preto do Oeste;55;M;1;0;0;0;0;498.4;564.6;453.9;4.7;1;1;380;380.32;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005967264;RO;Ouro Preto do Oeste;21;M;1;0;0;0;0;567.6;566.5;507.2;426.4;1;1;600;533.54;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150005967406;RO;Ouro Preto do Oeste;35;M;1;0;0;0;0;512.6;602.4;451.9;443.9;1;1;560;514.16;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150006009228;RO;Ouro Preto do Oeste;28;F;1;0;0;0;0;467.7;584.9;562.8;432.6;0;1;640;537.6;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150006012491;RO;Ouro Preto do Oeste;18;F;1;0;0;0;0;519.6;595.7;559.5;464.3;1;1;600;547.82;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150006047141;RO;Ouro Preto do Oeste;34;F;1;0;0;0;0;431.1;549.8;439.8;3.74;1;1;600;404.888;1250;0.0000933355;125;0.0000933355;0.1;10
2015;11;1100155;150006131817;RO;Ouro Preto do Oeste;22;F;2;0;0;0;0;414.1;403.8;368.5;392.3;1;1;260;367.74;1250;0.0000933355;125;0.0000933355;0.1;10
